EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit,MonthlySalary,AnnualSalary,AnnualLeave,SickLeave,OnLeave
5532,Ford,Jimmy,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,25.20458426,2.335256326,10.3308462,Stores,1000,12000,3,3,0
5533,Reid,Loan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.15401841,3.7292561980000003,53.18571227,Stores,1200,14400,1,3,0
5534,Decker,Luis,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,27.88693363,4.983950183,0.0,Stores,1200,14400,11,1,0
5535,Russo,Billie,M,Surrey,Dairy Person,Dairy,Surrey,Stores,40.16849913,5.598964116,6.605827553999999,Stores,1000,12000,7,0,0
5536,Clukey,Paulette,F,Richmond,Baker,Bakery,Richmond,Stores,45.05657691,5.205992896000001,69.96373019,Stores,1500,18000,3,1,0
5537,Thomas,Flora,F,New Westminster,Baker,Bakery,New Westminster,Stores,65.29504171,4.510768755,221.51154100000002,Stores,1500,18000,9,2,0
5538,Johnson,Leslie,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,45.75533705,6.390822464,44.03440039,Stores,1200,14400,10,1,0
5539,Clark,John,M,Prince George,Dairy Person,Dairy,Prince George,Stores,48.22021116,4.869949095,109.39443030000001,Stores,1000,12000,6,2,0
5540,Wilson,Javier,M,Cobble Hill,Produce Clerk,Produce,Victoria,Stores,40.17021177,4.86501559,42.97373986,Stores,2000,24000,0,1,0
5541,Huggins,William,M,Victoria,Produce Clerk,Produce,Victoria,Stores,48.81836007,2.684444947,95.15189001,Stores,2000,24000,3,3,0
5542,Berry,Victoria,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,64.26799614,4.35872978,188.2634875,Stores,1200,14400,9,3,0
5543,Jensen,Richard,M,Mackenzie,Dairy Person,Dairy,Prince George,Stores,43.41535674,5.766744329,84.02776905,Stores,1000,12000,8,3,0
5544,Baca,Elliot,M,Fruitvale,Baker,Bakery,Kelowna,Stores,49.91833405,3.384680447,69.80071068,Stores,1500,18000,13,1,0
5545,Clinard,Ellen,F,Kamloops,Baker,Bakery,Kamloops,Stores,42.66527385,2.857403297,23.48286956,Stores,1500,18000,14,1,0
5546,Manning,Harriet,F,Creston,Baker,Bakery,Cranbrook,Stores,33.00477722,6.228327902999999,0.0,Stores,1500,18000,4,1,0
5547,Knowles,Angela,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,35.78812499,5.581376496,17.34012674,Stores,1000,12000,5,3,0
5548,Hohman,Diane,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,20.4179332,4.783017363,0.0,Stores,1000,12000,2,3,0
5549,Richard,Aurelio,M,Victoria,Produce Clerk,Produce,Victoria,Stores,41.02324129,0.667532821,31.84120915,Stores,2000,24000,12,1,0
5550,Washington,Nicolle,F,Vallican,Dairy Person,Dairy,Trail,Stores,42.78234707,6.047182956,65.84446051,Stores,1000,12000,0,2,0
5551,Klein,Christine,F,Cache Creek,Baker,Bakery,Kamloops,Stores,32.94739397,3.40612439,8.126626659,Stores,1500,18000,5,2,0
5552,Vickery,Betty,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,30.48969587,3.0541151980000003,15.7161856,Stores,1000,12000,7,1,0
5553,Goodwin,Graham,M,Comox,Dairy Person,Dairy,Nanaimo,Stores,30.20951477,6.716411417000001,8.575940732000001,Stores,1000,12000,0,2,0
5554,Metzger,Martin,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,63.93479532,4.53427942,184.1349546,Stores,1200,14400,12,2,0
5555,Pedraza,Kimberly,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,40.24079922,5.887937501000001,29.77063288,Stores,1000,12000,9,2,0
5556,Pruitt,William,M,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,37.73874015,3.1843074889999996,6.921301219,Stores,1000,12000,9,0,0
5557,Alexander,Maxine,F,New Westminster,Baker,Bakery,New Westminster,Stores,41.11816905,4.820002874,117.1296122,Stores,1500,18000,4,0,0
5558,Christy,Elvira,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.95703247,4.580283407,41.87256857,Stores,1200,14400,2,0,0
5559,Parker,Matthew,M,Duncan,Dairy Person,Dairy,Quesnel,Stores,36.05423378,4.850365873,18.59522306,Stores,1000,12000,9,3,0
5560,Stites,James,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,62.95486013,7.565037166000001,123.1687412,Stores,1500,18000,12,3,0
5561,Peralta,Angela,F,Fort St James,Dairy Person,Dairy,Prince George,Stores,48.10486906,2.17945577,64.47284488,Stores,1000,12000,2,0,0
5562,Braswell,Danny,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,20.96957303,2.3193483319999997,0.0,Stores,1200,14400,2,0,0
5563,Barton,John,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,42.73141593,6.909026205,29.68750725,Stores,1200,14400,0,1,0
5564,Mahoney,Charles,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,52.98285431,4.2023889169999995,91.86030172,Stores,1200,14400,11,2,0
5565,Nicholson,Marquerite,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,42.0978968,4.6211502719999995,66.56850204,Stores,1200,14400,1,1,0
5566,Reese,Jennifer,F,Whistler,Baker,Bakery,Squamish,Stores,44.87366875,5.438907803999999,66.11350926,Stores,1500,18000,12,1,0
5567,Morris,Erika,F,Kelowna,Baker,Bakery,Kelowna,Stores,46.59182448,6.141431589,102.6967978,Stores,1500,18000,12,1,0
5568,McDonald,Kenneth,M,Penticton,Baker,Bakery,Kelowna,Stores,30.84565577,2.970917822,10.45441505,Stores,1500,18000,6,3,0
5569,Presley,Janelle,F,Summerland,Baker,Bakery,Kelowna,Stores,36.486540600000005,4.157309408,40.75375555,Stores,1500,18000,3,2,0
5570,Clark,Sidney,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.29325374,8.045221339,29.58428262,Stores,1200,14400,14,0,0
5571,Perkins,Amanda,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,56.79391116,5.007859606,127.38197690000001,Stores,1200,14400,13,2,0
5572,Pogue,Murray,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,51.57836225,6.067539900000001,73.30964403,Stores,1200,14400,6,3,0
5573,Lin,Lawanna,F,Terrace,Shelf Stocker,Processed Foods,Terrace,Stores,46.9240804,3.0916463419999998,87.96891665,Stores,2000,24000,2,0,0
5574,Neeley,David,M,Port Coquitlam,Shelf Stocker,Processed Foods,Port Coquitlam,Stores,55.71505066,4.632661487,114.3259202,Stores,2000,24000,0,2,0
5575,Lewis,Elinor,F,Barriere,Baker,Bakery,Kamloops,Stores,23.31010899,3.9762348789999997,0.0,Stores,1500,18000,9,2,0
5576,Vannatter,Brenda,F,Fort Langley,Dairy Person,Dairy,Langley,Stores,34.69887716,3.663653899,57.68583234,Stores,1000,12000,9,0,0
5577,Skillman,Velia,F,Victoria,Produce Clerk,Produce,Victoria,Stores,32.81625782,5.493084705,25.356894399999998,Stores,2000,24000,2,0,0
5578,Pannell,Belen,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.978767600000005,7.784433166,101.15247149999999,Stores,1200,14400,1,1,0
5579,McClanahan,Henry,M,Ladysmith,Produce Clerk,Produce,Victoria,Stores,31.27380148,8.731343807,72.93771818,Stores,2000,24000,13,1,0
5580,Major,Gregory,M,Avola,Baker,Bakery,Kamloops,Stores,50.97284535,3.345983489,112.457498,Stores,1500,18000,12,2,0
5581,Clements,Robert,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,61.55507427,4.8379984160000005,122.20006940000002,Stores,1200,14400,4,1,0
5582,McKim,Tona,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.57275068,1.54730294,3.8051114439999996,Stores,1200,14400,11,1,0
5583,Brashears,John,M,Haney,Cashier,Customer Service,Haney,Stores,44.48455462,3.8254844130000003,82.05000742,Stores,1200,14400,5,2,0
5584,Vela,Patricia,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32.08540813,7.548207436,0.0,Stores,1200,14400,14,3,0
5585,Fullwood,Deborah,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.73278541,5.171217307,53.78430096,Stores,1200,14400,14,1,0
5586,Geyer,Tracy,F,Port Coquitlam,Shelf Stocker,Processed Foods,Port Coquitlam,Stores,34.72705369,0.95722909,58.66328939,Stores,2000,24000,3,3,0
5587,Taylor,Luther,M,Prince George,Dairy Person,Dairy,Prince George,Stores,26.29894933,5.589687641,0.0,Stores,1000,12000,2,3,0
5588,Terry,Ignacio,M,Parksville,Dairy Person,Dairy,Nanaimo,Stores,34.21725761,5.877434903999999,0.0,Stores,1000,12000,0,2,0
5589,Richardson,Donna,F,Whistler,Baker,Bakery,Squamish,Stores,45.62842336,4.713744367,95.28498488,Stores,1500,18000,14,3,0
5590,Lewis,Norman,M,Qualicum Beach,Dairy Person,Dairy,Nanaimo,Stores,44.52496623,3.7821860330000003,81.34766647,Stores,1000,12000,6,2,0
5591,Brooks,Virginia,F,Greenwood,Meat Cutter,Meats,Grand Forks,Stores,53.13408936,2.884021515,132.3931433,Stores,900,10800,1,2,1
5592,Lindsay,Patsy,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,48.79257145,2.078279958,103.0511695,Stores,1000,12000,5,2,0
5593,Galvin,Essie,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.76483776,4.840892632,24.32163975,Stores,1200,14400,11,3,0
5594,Escalera,Harold,M,Iskut,Shelf Stocker,Processed Foods,Terrace,Stores,56.76833701,4.047592027,161.9690424,Stores,2000,24000,14,1,0
5595,Aldridge,Louise,F,Richmond,Baker,Bakery,Richmond,Stores,43.67879527,2.707541134,71.91177125,Stores,1500,18000,11,1,0
5596,Frederick,Marie,F,Mayne Island,Produce Clerk,Produce,Victoria,Stores,38.5530419,5.712790326,66.5025172,Stores,2000,24000,0,2,0
5597,Smith,Ryan,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,44.25156335,4.054601046,74.83882336,Stores,1000,12000,7,3,0
5598,Jones,Jessica,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.61400567,4.810861924,96.48034149,Stores,1200,14400,13,3,0
5599,Muse,Adele,F,Kelowna,Baker,Bakery,Kelowna,Stores,27.12081833,6.349413771,3.4220772669999997,Stores,1500,18000,6,3,0
5600,Yost,Bonnie,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,29.27397112,2.104880642,2.22601807,Stores,2000,24000,5,3,0
5601,Thomas,Vanita,F,Prince George,Dairy Person,Dairy,Prince George,Stores,26.96621768,5.791084667000001,0.0,Stores,1000,12000,8,3,0
5602,Payne,Harrison,M,New Westminster,Baker,Bakery,New Westminster,Stores,43.08564792,1.345358979,68.26444888,Stores,1500,18000,5,3,0
5603,Haynes,Mark,M,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,58.1739068,0.5251224520000001,151.3151908,Stores,1000,12000,12,2,0
5604,Benedict,Daniel,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.731094799999994,6.009068401,78.16069184,Stores,1200,14400,1,0,0
5605,Badillo,Barbara,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.89961859,4.734387192,86.80367383,Stores,1200,14400,14,0,0
5606,Cook,Susan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,32.58342933,3.586731682,34.15549793,Stores,1200,14400,8,1,0
5607,Dennis,Kathleen,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,49.63896594,4.494735723,64.24830875,Stores,1200,14400,14,1,0
5608,Rogers,Shannon,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42.21776903,3.966977042,63.61062627,Stores,1000,12000,5,0,0
5609,Prosperie,Clarice,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41.42629584,3.745521549,62.2682588,Stores,1200,14400,2,1,0
5610,Kelly,Jonathon,M,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,53.40878698,6.540374558,92.75247961,Stores,1000,12000,11,3,0
5611,Day,Michael,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.41340763,1.6682218180000001,35.58182371,Stores,1000,12000,9,2,0
5612,Gray,Paula,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,36.36684486,5.911369076000001,18.87733139,Stores,2000,24000,13,1,0
5613,Bryant,John,M,Whistler,Dairy Person,Dairy,Squamish,Stores,55.75100979,6.090840721,116.96093799999998,Stores,1000,12000,13,2,0
5614,Ashlock,Carlos,M,Vanderhoof,Dairy Person,Dairy,Prince George,Stores,35.75179951,7.172059412,1.8120324719999998,Stores,1000,12000,4,3,0
5615,Browning,Robert,M,Coquitlam,Dairy Person,Dairy,Nanaimo,Stores,41.77036768,1.960389555,22.21181381,Stores,1000,12000,0,0,0
5616,Davis,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,58.25924681,2.672897395,144.16294059999998,Stores,1200,14400,14,3,0
5617,Joseph,Octavia,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.66480794,6.218697872999999,65.93358544,Stores,1200,14400,8,2,0
5618,Gamble,Sherry,F,Richmond,Baker,Bakery,Richmond,Stores,40.12718081,6.300776422,59.02736624,Stores,1500,18000,13,2,0
5619,Alton,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.38336696,4.966359228,23.84594871,Stores,1200,14400,3,2,0
5620,Abbott,David,M,Victoria,Produce Clerk,Produce,Victoria,Stores,34.44584529,5.032928207,31.49796258,Stores,2000,24000,9,0,0
5621,Meyer,Lois,F,Prince George,Dairy Person,Dairy,Prince George,Stores,54.15886827,2.461691524,136.6678479,Stores,1000,12000,6,2,0
5622,Miller,Mary,F,Qualicum Beach,Dairy Person,Dairy,Nanaimo,Stores,42.86349086,4.431969962,65.45980771,Stores,1000,12000,6,0,0
5623,Stephens,Edwina,F,Courtenay,Dairy Person,Dairy,Nanaimo,Stores,55.91691925,4.399307333,102.880524,Stores,1000,12000,8,3,0
5624,Valdez,Bonnie,F,Trail,Dairy Person,Dairy,Trail,Stores,27.87714445,4.862506441,0.0,Stores,1000,12000,1,0,0
5625,Stanley,William,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,32.9766682,6.306747022000001,8.799733639,Stores,1200,14400,13,3,0
5626,Sikes,Enrique,M,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,39.96876357,3.6370047469999998,25.58223602,Stores,2000,24000,8,2,0
5627,York,Rafael,M,Kelowna,Baker,Bakery,Kelowna,Stores,58.52378462,3.3144272839999998,164.0044876,Stores,1500,18000,8,0,0
5628,Bolduc,Don,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,27.43107003,5.053284781,0.0,Stores,1000,12000,7,2,0
5629,Clark,Geneva,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,47.15215606,7.949809862,85.28219943,Stores,1000,12000,8,3,0
5630,Harrell,Shelby,F,Surrey,Dairy Person,Dairy,Surrey,Stores,41.88931877,3.461585195,71.17366212,Stores,1000,12000,13,2,0
5631,Kimber,April,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.96767224,6.694995968,45.42156421,Stores,1200,14400,0,0,0
5632,Carlino,Tyree,M,Kamloops,Baker,Bakery,Kamloops,Stores,54.37594084,2.796110642,116.4510309,Stores,1500,18000,3,2,0
5633,Sangster,Carole,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,26.34164181,5.758522212999999,0.0,Stores,1200,14400,1,2,0
5634,Brown,Harold,M,New Westminster,Baker,Bakery,New Westminster,Stores,33.00965383,4.290824764,0.0,Stores,1500,18000,4,1,0
5635,Goad,Beverly,F,Sidney,Produce Clerk,Produce,Victoria,Stores,43.384299,2.549354464,55.59226301,Stores,2000,24000,9,0,0
5636,Wilder,Rodney,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,54.76125293,4.9630511639999995,94.48399308,Stores,1000,12000,8,2,0
5637,Sharpe,Dolores,F,Kamloops,Baker,Bakery,Kamloops,Stores,30.37792116,4.6186464769999995,2.380695008,Stores,1500,18000,12,0,0
5638,Childs,Raphael,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,29.98487714,4.252729177,0.0,Stores,1200,14400,10,0,0
5639,Arocha,Steve,M,Prince George,Dairy Person,Dairy,Prince George,Stores,39.63494945,7.196909409,18.25670205,Stores,1000,12000,0,1,0
5640,Harris,Oscar,M,Smithers,Shelf Stocker,Processed Foods,Terrace,Stores,42.43256965,4.809585972,73.60570705,Stores,2000,24000,11,0,0
5641,Ewell,Janet,F,Victoria,Produce Clerk,Produce,Victoria,Stores,33.71453232,5.398828757,9.36053229,Stores,2000,24000,9,1,0
5642,Prince,Ok,F,Westwold,Dairy Person,Dairy,Vernon,Stores,37.10316009,5.480391526,64.49747037,Stores,1000,12000,3,0,0
5643,Wilson,Vanessa,F,Salmon Valley,Dairy Person,Dairy,Prince George,Stores,51.10783038,2.947860267,120.55600679999999,Stores,1000,12000,5,2,0
5644,Lewis,Michael,M,Yarrow,Dairy Person,Dairy,Chilliwack,Stores,49.67464633,6.587372492999999,75.66636046,Stores,1000,12000,5,2,0
5645,Fu,Susan,F,New Westminster,Baker,Bakery,New Westminster,Stores,44.45077471,4.11073863,113.2357077,Stores,1500,18000,9,3,0
5646,Flanagan,Gary,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,39.04573412,3.543042658,72.74661574,Stores,1200,14400,2,3,0
5647,Kincer,Douglas,M,Lac La Hache,Dairy Person,Dairy,Williams Lake,Stores,47.64006386,3.4939716780000003,78.87927205,Stores,1000,12000,8,0,0
5648,Rochelle,Melissa,F,Nelson,Produce Clerk,Produce,Nelson,Stores,40.28340478,2.767571135,80.04004486,Stores,2000,24000,10,2,0
5649,Pearce,Willie,F,Invermere,Baker,Bakery,Cranbrook,Stores,44.26562489,7.404002127,43.91977395,Stores,1500,18000,12,2,0
5650,Reinhardt,Colin,M,Prince George,Dairy Person,Dairy,Prince George,Stores,50.62358702,1.992568045,107.7617263,Stores,1000,12000,1,3,0
5651,Nielson,James,M,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,57.98900281,6.5152009479999995,148.6999725,Stores,1000,12000,11,0,0
5652,Conner,Tanika,F,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,61.92805551,2.7273146280000002,117.9673817,Stores,1200,14400,6,0,0
5653,Keating,Jamie,F,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,34.96166477,4.869746445,38.15890133,Stores,1500,18000,4,0,0
5654,Galvan,Romeo,M,Likely,Dairy Person,Dairy,Quesnel,Stores,52.89549226,3.683940185,145.301922,Stores,1000,12000,5,0,0
5655,Crews,June,F,New Westminster,Baker,Bakery,New Westminster,Stores,31.17891531,5.516046187000001,9.982628715,Stores,1500,18000,3,2,0
5656,Chamberlin,Treva,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,59.43727325,4.276455178,146.1403997,Stores,1000,12000,8,3,0
5657,Fernandez,Jerold,M,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,35.15982649,6.229787469,39.74138168,Stores,2000,24000,14,2,0
5658,Washington,Kelli,F,Likely,Dairy Person,Dairy,Quesnel,Stores,55.28048388,6.766778187000001,140.7924825,Stores,1000,12000,6,0,0
5659,Halloway,Thurman,M,Penticton,Baker,Bakery,Kelowna,Stores,37.53185761,5.224732052,12.58927955,Stores,1500,18000,14,3,0
5660,Spencer,Sylvia,F,Kelowna,Baker,Bakery,Kelowna,Stores,33.02359851,6.012105186,37.3470457,Stores,1500,18000,5,1,0
5661,Cole,Lizzie,F,New Westminster,Baker,Bakery,New Westminster,Stores,41.86980354,7.83719321,18.54999891,Stores,1500,18000,13,0,0
5662,Godbout,Paula,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,42.40104084,4.863092179,57.8577231,Stores,1200,14400,0,1,0
5663,Marsh,Iva,F,New Westminster,Baker,Bakery,New Westminster,Stores,35.64697951,6.001180617,54.94422049,Stores,1500,18000,10,2,0
5664,Oh,Christian,M,Westbank,Dairy Person,Dairy,Kelowna,Stores,41.80367907,2.0268822,84.36230340000002,Stores,1000,12000,14,0,0
5665,Stapleton,Debra,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.58483739,7.626774747000001,42.30196119,Stores,1200,14400,4,0,0
5666,Thompson,Shannon,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.72942311,5.912456462000001,55.5430387,Stores,1200,14400,9,1,0
5667,Richarson,Marjorie,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,36.07168542,5.292324948,0.0,Stores,1000,12000,8,3,0
5668,Taylor,William,M,Mica Creek,Dairy Person,Dairy,Kelowna,Stores,56.12350796,5.3300016160000006,96.91416808,Stores,1000,12000,11,2,0
5669,Patel,Della,F,Campbell River,Dairy Person,Dairy,Nanaimo,Stores,60.014761,3.971073164,190.47831200000002,Stores,1000,12000,12,3,0
5670,Osborne,Amy,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.48563991,4.339607307,49.69564879,Stores,1200,14400,1,3,0
5671,Land,Arthur,M,Prince George,Dairy Person,Dairy,Prince George,Stores,27.68623697,5.292224099999999,0.0,Stores,1000,12000,8,0,0
5672,Butcher,Edward,M,Vanderhoof,Dairy Person,Dairy,Prince George,Stores,31.66946134,4.434338763,0.0,Stores,1000,12000,3,3,0
5673,Morgan,Amanda,F,Burns Lake,Dairy Person,Dairy,Prince George,Stores,32.50152826,2.905998292,25.22665517,Stores,1000,12000,14,3,0
5674,Dennis,Chris,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,48.85166273,5.22310226,93.73020231,Stores,1200,14400,12,0,0
5675,Phillips,James,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,57.43570061,5.72508658,105.929282,Stores,1000,12000,2,3,0
5676,Neely,Sharon,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,27.30103706,3.7429669989999996,0.0,Stores,1200,14400,7,1,0
5677,Dugas,Monroe,M,Richmond,Baker,Bakery,Richmond,Stores,38.93155625,5.545037194,47.40843765,Stores,1500,18000,0,0,0
5678,Hockaday,John,M,New Westminster,Baker,Bakery,New Westminster,Stores,40.26861698,4.395391955,28.59894457,Stores,1500,18000,2,3,0
5679,Fancher,Lorraine,F,Rosedale,Dairy Person,Dairy,Chilliwack,Stores,35.08513926,2.221007104,55.99831279,Stores,1000,12000,4,0,0
5680,Obryan,Micah,M,Victoria,Produce Clerk,Produce,Victoria,Stores,39.09414637,5.2784187419999995,52.5062395,Stores,2000,24000,12,3,0
5681,Coleman,Susan,F,Abbotsford,Produce Clerk,Produce,Abbotsford,Stores,52.05619795,6.57485214,150.54521330000003,Stores,2000,24000,9,1,0
5682,Turner,Kimberley,F,New Westminster,Baker,Bakery,New Westminster,Stores,52.40637339,2.0514847780000003,105.6545902,Stores,1500,18000,9,3,0
5683,Abadie,Tanya,F,Rutland,Dairy Person,Dairy,Kelowna,Stores,41.31864593,2.43340791,23.47465629,Stores,1000,12000,6,2,0
5684,Rockett,Judy,F,Sidney,Produce Clerk,Produce,Victoria,Stores,25.72814481,2.273606599,0.0,Stores,2000,24000,12,3,0
5685,Bodiford,Elizabeth,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41.46993314,4.7542397560000005,69.11395503,Stores,1200,14400,13,2,0
5686,Peterson,Norma,F,Victoria,Produce Clerk,Produce,Victoria,Stores,51.92005256,4.2724560039999995,105.975498,Stores,2000,24000,0,1,0
5687,Schneider,Melissa,F,New Westminster,Baker,Bakery,New Westminster,Stores,36.94099663,4.830265011,78.09672921,Stores,1500,18000,5,0,0
5688,Rogers,Sara,F,New Westminister,Produce Clerk,Produce,New Westminister,Stores,51.501217100000005,4.598533071,74.76023494,Stores,2000,24000,3,2,0
5689,Phillips,Joshua,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37.70243459,5.435970216,35.2119846,Stores,1000,12000,13,0,0
5690,Giron,Eunice,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,35.30875611,4.565227591,6.5993507860000005,Stores,1200,14400,7,0,0
5691,Gutierrez,Richard,M,New Westminster,Baker,Bakery,New Westminster,Stores,64.36558566,6.07090936,158.10233180000003,Stores,1500,18000,13,3,0
5692,Farkas,Phillip,M,Victoria,Produce Clerk,Produce,Victoria,Stores,33.23366768,3.046125712,0.0,Stores,2000,24000,14,0,0
5693,Sine,Daniel,M,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,50.9487446,3.431181069,134.59775249999998,Stores,1000,12000,12,2,0
5694,Merriweather,Kathleen,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,33.13131898,1.533236623,20.99818162,Stores,1200,14400,10,1,0
5695,Mayfield,Marcelo,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,55.77702127,4.690803735,107.20325270000001,Stores,1200,14400,12,2,0
5696,Florez,Norma,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,29.77864196,4.352601196,25.82598817,Stores,1200,14400,4,2,0
